Url,Date,ID,Lang,Content,likeCount,retweetCount,quotedTweet,quoteCount,User,User_friendsCount,User_followersCount,User_statusesCount
https://twitter.com/topiclyav/status/781693163333451776,2016-09-30 03:12:27+00:00,781693163333451776,en,2 new #autonomousvehicles posts about #fontinalis #tencent https://t.co/T3SsPhdaAj,0,0,,0,https://twitter.com/topiclyav,1843,741,12589
https://twitter.com/pstAsiatech/status/781653772502269952,2016-09-30 00:35:56+00:00,781653772502269952,en,"For #Alibaba, India is the new China. Ant FInancial partners with #paytm. #QRcode payments. #Alipay.  #Tencent https://t.co/ZARrEGdHrg https://t.co/F5ZwjWDs8z",0,0,,0,https://twitter.com/pstAsiatech,841,9193,60372
https://twitter.com/analyseasia/status/782324230696366080,2016-10-01 21:00:06+00:00,782324230696366080,en,[Weekend Recap] Interesting Company Profile in #Asia: The #Tencent Group Part 2 on @WeChatApp with @evawxiao https://t.co/iV7Pq3zjM0,0,0,,0,https://twitter.com/analyseasia,526,3085,46675
https://twitter.com/analyseasia/status/782248859821019136,2016-10-01 16:00:36+00:00,782248859821019136,en,"If you have not listened to @evawxiao's interview on @Xiaomi, do check out her other interview on #Tencent &amp; #Wechat https://t.co/iV7Pq3zjM0",0,0,,0,https://twitter.com/analyseasia,526,3085,46675
https://twitter.com/iyouport_news/status/782083566662324225,2016-10-01 05:03:47+00:00,782083566662324225,en,＃Tencent Tries Out a Stickier ＃WeChat https://t.co/HtVggiwqvM  https://t.co/DvtFg9UVZ9,0,0,https://twitter.com/iyouport_news/status/782083310331699200,1,https://twitter.com/iyouport_news,48,23796,43549
https://twitter.com/pstAsiatech/status/782052791166513154,2016-10-01 03:01:29+00:00,782052791166513154,en,Cross-sector collaboration eyes China's automobile #cybersecurity. #Tencent security arm #Keenlabs hacks #Tesla #NXP https://t.co/KyPI0Oyv3X https://t.co/ZLDrCDMHwh,0,0,,0,https://twitter.com/pstAsiatech,841,9193,60372
https://twitter.com/MikehSheppardi/status/782044658000101376,2016-10-01 02:29:10+00:00,782044658000101376,en,"#Tencent: Transforming #Networks with #SDN. #BigData #MachineLearning #DataScience #AI  
https://t.co/nHTBeb7mex https://t.co/j7Cre9EQuF",1,0,,0,https://twitter.com/MikehSheppardi,1105,1971,27981
https://twitter.com/JulienDriod/status/782044201999564800,2016-10-01 02:27:22+00:00,782044201999564800,en,"#Tencent: Transforming #Networks with #SDN. #BigData #MachineLearning #DataScience #AI  
https://t.co/0mZqCgql8W https://t.co/fOAQeZWMrs",0,0,,0,https://twitter.com/JulienDriod,1514,2537,32440
https://twitter.com/gp_pulipaka/status/782043881936486401,2016-10-01 02:26:05+00:00,782043881936486401,en,"#Tencent: Transforming #Networks with #SDN. #BigData #MachineLearning #DataScience #AI  
https://t.co/bILj4qTpYJ https://t.co/oFQbEVo0SN",5,6,,0,https://twitter.com/gp_pulipaka,21545,134199,72603
https://twitter.com/dchou1107/status/782702257565528068,2016-10-02 22:02:14+00:00,782702257565528068,en,#Tencent is catching up to #facebook https://t.co/LM94WRzwIn,1,1,,0,https://twitter.com/dchou1107,1253,15326,121535
https://twitter.com/ighorkuzmin/status/782499183064326144,2016-10-02 08:35:18+00:00,782499183064326144,en,"free antivirus reviews: #Tencent PC Manager AntiVirus software - Review, Download

Tencent PC Manager i... https://t.co/7b0eIslTNV #free",0,0,,0,https://twitter.com/ighorkuzmin,14,1427,96404
https://twitter.com/AlbatrosPegas/status/782499135475716099,2016-10-02 08:35:06+00:00,782499135475716099,en,"free antivirus reviews: #Tencent PC Manager AntiVirus software - Review, Download

Tencent PC Manager i... https://t.co/b3YjS8VpRh #free",0,0,,0,https://twitter.com/AlbatrosPegas,0,156,42204
https://twitter.com/TonySantanaZA/status/782475572295401472,2016-10-02 07:01:28+00:00,782475572295401472,en,"Instead of moaning about #Naspers' success, why didn't he do the SmartCapitalism thing and buy shares in #TenCent of China. A losers moan. https://t.co/DvLblUL3W8",0,0,,0,https://twitter.com/TonySantanaZA,2791,3692,233221
https://twitter.com/MicWonderland/status/782388523542327296,2016-10-02 01:15:34+00:00,782388523542327296,en,"China:s digital ad revenue to reach 20% of global ad spend this year. #baidu #tencent #alibaba #wechat
https://t.co/TdFlfDRIH8 https://t.co/Uny3hS38eD",0,5,,0,https://twitter.com/MicWonderland,638,1538,27235
https://twitter.com/Fotoeloppis/status/783065439438077952,2016-10-03 22:05:24+00:00,783065439438077952,en,"Happy https://t.co/WujUrQmlr2               #crewonthebeach #Tencent #FredrikWester #Avanza
#crowdfunding #paradox #Pepins #bigdata #Sedo",0,0,,0,https://twitter.com/Fotoeloppis,1240,334,5246
https://twitter.com/furm_b/status/783059302076542977,2016-10-03 21:41:00+00:00,783059302076542977,en,5 #WeChat Features That #WhatsApp Should Really Use via @forbes https://t.co/lh2LlYCzs4 #gaming #tencent #payments #messaging #facebook,5,1,,0,https://twitter.com/furm_b,520,249,7709
https://twitter.com/Filmvisionfrank/status/782997520586866689,2016-10-03 17:35:30+00:00,782997520586866689,en,"Hallo 
https://t.co/XdS0ZYMNIu              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/Filmvisionfrank,881,351,4988
https://twitter.com/Designretrovint/status/782996647110377472,2016-10-03 17:32:02+00:00,782996647110377472,en,"Happy day          
https://t.co/R626JnO2BQ          
#crowdfunding #bigdata #Sedo #domain    #crewonthebeach #Tencent #paradox #Pepins",0,0,,0,https://twitter.com/Designretrovint,4411,807,5955
https://twitter.com/Designretrovint/status/782996646875594752,2016-10-03 17:32:02+00:00,782996646875594752,en,"Happy https://t.co/R626JnO2BQ               #crewonthebeach #Tencent #FredrikWester #Avanza
#crowdfunding #paradox #Pepins #bigdata #Sedo",0,0,,0,https://twitter.com/Designretrovint,4411,807,5955
https://twitter.com/crewonthebeach/status/782994959913943044,2016-10-03 17:25:20+00:00,782994959913943044,en,"Happy https://t.co/ocGtw2Tq7z               #crewonthebeach #Tencent #FredrikWester #Avanza
#crowdfunding #paradox #Pepins #bigdata #Sedo",0,0,,0,https://twitter.com/crewonthebeach,4702,760,23904
https://twitter.com/eComputerZ/status/782914719355142145,2016-10-03 12:06:29+00:00,782914719355142145,en,"#tencent has a patent for placing rectangles in a certain order. Open season on #copyright infringement notices?

https://t.co/5yzxdsrykD https://t.co/KJFEs1Sw0Y",0,0,,0,https://twitter.com/eComputerZ,88,25,711
https://twitter.com/pipsnticks/status/782827283325136896,2016-10-03 06:19:03+00:00,782827283325136896,en,BIG 4 lifting $HSI higher .... lack of hot $/funds buying fr mainland players ? #TENCENT #HSBC #AIA #HKEx https://t.co/chEM5j7qHi,0,0,,0,https://twitter.com/pipsnticks,1679,1007,86667
https://twitter.com/PRNA4Media/status/782767145381920768,2016-10-03 02:20:05+00:00,782767145381920768,en,.@SonyMusicGlobal &amp; #Tencent #Music announce renewal of mainland China strategic distribution arrangement https://t.co/443PBzFFdA https://t.co/IXOauFBUbI,0,0,,0,https://twitter.com/PRNA4Media,546,325,6332
https://twitter.com/topiclyapple/status/783413782542426112,2016-10-04 21:09:35+00:00,783413782542426112,en,5 new #apple posts about #smartphone #tencent https://t.co/w2r3qkmPQA,0,0,,0,https://twitter.com/topiclyapple,2153,701,13799
https://twitter.com/thepiggame/status/783335662678343680,2016-10-04 15:59:10+00:00,783335662678343680,en,"Hallo 
https://t.co/2EuDn5z242              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/thepiggame,2106,366,3784
https://twitter.com/Filmvisionfrank/status/783335445115600896,2016-10-04 15:58:18+00:00,783335445115600896,en,"Happy day          
https://t.co/XdS0ZYMNIu          
#crowdfunding #bigdata #Sedo #domain    #crewonthebeach #Tencent #paradox #Pepins",0,0,,0,https://twitter.com/Filmvisionfrank,881,351,4988
https://twitter.com/Designretrovint/status/783335269101670400,2016-10-04 15:57:36+00:00,783335269101670400,en,"Hallo 
https://t.co/R626JnO2BQ              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/Designretrovint,4411,807,5955
https://twitter.com/contactface/status/783334417335017472,2016-10-04 15:54:13+00:00,783334417335017472,en,"Happy day          
https://t.co/RHO93FuGYn          
#crowdfunding #bigdata #Ericsson #domain    #crewonthebeach #Tencent #paradox #Pepins",0,0,,0,https://twitter.com/contactface,4795,585,16419
https://twitter.com/RutLOVtjnst/status/783333459695656960,2016-10-04 15:50:25+00:00,783333459695656960,en,"Happy day          
https://t.co/WIA9ewjsHl          
#crowdfunding #bigdata #Sedo #domain    #crewonthebeach #Tencent #paradox #Pepins",0,0,,0,https://twitter.com/RutLOVtjnst,2219,435,25335
https://twitter.com/Piianoora/status/783294029240864768,2016-10-04 13:13:44+00:00,783294029240864768,en,"GAFAs Are out, BATs Are in.  #baidu #alibaba #tencent #fintech #fivaseminaari https://t.co/b4U16386A0",1,1,https://twitter.com/marihepr/status/783293447805566976,0,https://twitter.com/Piianoora,3035,11126,5892
https://twitter.com/GeoffRobin/status/783191870386085888,2016-10-04 06:27:47+00:00,783191870386085888,en,Sony Music inks new exclusive China deal with Tencent for digital catalogue #music #sony #tencent  https://t.co/FCjQnOBLi2,0,0,,0,https://twitter.com/GeoffRobin,2155,976,8618
https://twitter.com/themusicnetwork/status/783153661991981056,2016-10-04 03:55:57+00:00,783153661991981056,en,". @SonyMusicGlobal inks exclusive deal with Asia's most valuable company, #Tencent. https://t.co/KlNFAJf2Ub https://t.co/Inw8kjxFH2",0,1,,0,https://twitter.com/themusicnetwork,2216,32309,24262
https://twitter.com/thepiggame/status/783750404047826944,2016-10-05 19:27:12+00:00,783750404047826944,en,"Hallo 
https://t.co/2EuDn5z242              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/thepiggame,2106,366,3784
https://twitter.com/Filmvisionfrank/status/783750142398783488,2016-10-05 19:26:09+00:00,783750142398783488,en,"Hallo 
https://t.co/XdS0ZYMNIu              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/Filmvisionfrank,881,351,4988
https://twitter.com/Designretrovint/status/783749970688172032,2016-10-05 19:25:29+00:00,783749970688172032,en,"Hallo 
https://t.co/R626JnO2BQ              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/Designretrovint,4411,807,5955
https://twitter.com/Fotoeloppis/status/783749815645732864,2016-10-05 19:24:52+00:00,783749815645732864,en,"Hallo 
https://t.co/WujUrQmlr2              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/Fotoeloppis,1240,334,5246
https://twitter.com/contactface/status/783749312694091776,2016-10-05 19:22:52+00:00,783749312694091776,en,"Hallo 
https://t.co/RHO93FuGYn              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/contactface,4795,585,16419
https://twitter.com/domainfuture/status/783749079239102464,2016-10-05 19:21:56+00:00,783749079239102464,en,"Hallo 
https://t.co/i1763yV5At              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/domainfuture,2221,443,21363
https://twitter.com/domaincrewbeach/status/783748780600483840,2016-10-05 19:20:45+00:00,783748780600483840,en,"Hallo 
https://t.co/QLu9mXcwvM              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/domaincrewbeach,2916,593,22971
https://twitter.com/crewonthebeach/status/783748639231541248,2016-10-05 19:20:11+00:00,783748639231541248,en,"Hallo 
https://t.co/ocGtw2Tq7z              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/crewonthebeach,4702,760,23904
https://twitter.com/bondmoran1/status/783748366643625984,2016-10-05 19:19:06+00:00,783748366643625984,en,"Hallo 
https://t.co/UMUD639b4g              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/bondmoran1,2083,456,25778
https://twitter.com/domankungencom/status/783748275530829825,2016-10-05 19:18:44+00:00,783748275530829825,en,"Hallo 
https://t.co/Lk3poeChSG              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/domankungencom,2044,517,25704
https://twitter.com/RutLOVtjnst/status/783748181574184960,2016-10-05 19:18:22+00:00,783748181574184960,en,"Hallo 
https://t.co/WIA9ewjsHl              
#crewonthebeach #Tencent #FredrikWester #Avanza #bigdata #vegas #cloudcomputing #sweden #Acram",0,0,,0,https://twitter.com/RutLOVtjnst,2219,435,25335
https://twitter.com/Wellington_Hsu/status/783714487421591552,2016-10-05 17:04:29+00:00,783714487421591552,en,Father of WeChat #tencent #wechat #messenger #bots https://t.co/lxq8frBZnE,1,0,https://twitter.com/JuroOsawa/status/783696046165676037,0,https://twitter.com/Wellington_Hsu,2025,101,1567
https://twitter.com/focusasia_/status/783673592940630016,2016-10-05 14:21:59+00:00,783673592940630016,en,$700:HK Tencent : WeChat Works to Maintain Startup Pluck as It Matures #TENCENT HOLDINGS LTD  tinyu...  Join chat https://t.co/dDn6EOTkyV,0,1,,0,https://twitter.com/focusasia_,971,4224,9865
https://twitter.com/iCandySF/status/784111004699549696,2016-10-06 19:20:06+00:00,784111004699549696,en,#Oracle Partners With #Tencent: Another Hybrid In The Chinese #Cloud Computing Market  https://t.co/egdmgeeSnZ,0,1,,0,https://twitter.com/iCandySF,3786,4289,1629
https://twitter.com/MichaelMGoldman/status/784084667272048640,2016-10-06 17:35:26+00:00,784084667272048640,en,Good news for #Tencent and @Naspers. Thanks @Nielsen https://t.co/G6ZWXmkvXc https://t.co/BBtVXmliV3,0,1,,0,https://twitter.com/MichaelMGoldman,841,2423,10815
https://twitter.com/finneyeric/status/784012753442861056,2016-10-06 12:49:41+00:00,784012753442861056,en,#wechat Works to Maintain Startup Pluck as It Matures #Tencent #facebookmessenger  https://t.co/0L0Fpaca7b,0,0,,0,https://twitter.com/finneyeric,1469,3858,218960
https://twitter.com/jmlhiguera/status/784002344249921536,2016-10-06 12:08:19+00:00,784002344249921536,en,Alibaba valuation vs #Apple #Google #Facebook #Amazon  #Tencent #Baidy #Ebay.   Biggest tech companies in the world. https://t.co/xUkkIzpSMH,2,0,,0,https://twitter.com/jmlhiguera,3690,2090,3550
https://twitter.com/Steinberg1/status/783960302467506176,2016-10-06 09:21:16+00:00,783960302467506176,en,"Leaving #Tencent's Allen Zhang, creator of #WeChat off list is an omission: https://t.co/aBIGXqATBs. also, MA Huateng should be in Top 10",0,0,,0,https://twitter.com/Steinberg1,4987,1480,3023
https://twitter.com/Steinberg1/status/783958823140626432,2016-10-06 09:15:23+00:00,783958823140626432,en,#WeChat works to maintain startup pluck as it matures https://t.co/iuckNYUrc9 via @WSJ Allen Zhang is a genius #Tencent #China # Innovation,0,2,,0,https://twitter.com/Steinberg1,4987,1480,3023
https://twitter.com/DigitalRetex/status/783940357289549824,2016-10-06 08:02:00+00:00,783940357289549824,en,"WeChat Works to Maintain Startup Pluck as It Matures. https://t.co/vA9CvTCTY0
#App #Mobile #Tencent",0,2,,0,https://twitter.com/DigitalRetex,113,77,509
https://twitter.com/furm_b/status/783924869545267200,2016-10-06 07:00:28+00:00,783924869545267200,en,#China’s #mobile internet: #WeChat’s world https://t.co/idgkTfDjD7 via @TheEconomist #alibaba #messenger #whatsapp #tencent #qq #messaging,1,0,,0,https://twitter.com/furm_b,520,249,7709
https://twitter.com/nitinsethi80/status/783923599526629376,2016-10-06 06:55:25+00:00,783923599526629376,en,"SoftBank lines up for investment in FreeCharge https://t.co/rWk1CwPcvu
#Foxconn #Tencent #SoftBank #Investment #FreeCharge #Wallet #payments",1,0,,0,https://twitter.com/nitinsethi80,445,1245,15318
https://twitter.com/pipsnticks/status/783886036342493184,2016-10-06 04:26:09+00:00,783886036342493184,en,"mid day close $HSI top active by turnover , mainland insurance stocks &gt; #CHINALIFE #PINGAN &amp; BIG 5 &gt; #PETROCHINA #TENCENT #AIA #HSBC #HKEx https://t.co/F6HzlOYYy4",0,0,,0,https://twitter.com/pipsnticks,1679,1007,86667
https://twitter.com/CuriosityChina/status/783870895286693888,2016-10-06 03:25:59+00:00,783870895286693888,en,#CCINSIGHTS Does #Tencent is going to compete with #Apple with #WeChat Mini-App?  https://t.co/eaG5ikIyus https://t.co/Z44gnnoinW,1,1,,0,https://twitter.com/CuriosityChina,107,426,497
https://twitter.com/pipsnticks/status/783852442492338180,2016-10-06 02:12:40+00:00,783852442492338180,en,selective $HSI stocks now looking good &amp; positive esp the BIG 4 &gt; #TENCENT #HSBC #AIA #HKEx https://t.co/mAHzRir6nt,2,0,,0,https://twitter.com/pipsnticks,1679,1007,86667
https://twitter.com/pstAsiatech/status/783847022893740032,2016-10-06 01:51:08+00:00,783847022893740032,en,"Former sr #Microsoft exec Lu QI jumping to #Tencent to head #AI #precisionmaps efforts say insiders,  #WeChat https://t.co/HlzDTSWA0M https://t.co/vNdtfJ4Vms",0,0,,0,https://twitter.com/pstAsiatech,841,9193,60372
https://twitter.com/wlstcom/status/784463719833210882,2016-10-07 18:41:40+00:00,784463719833210882,en,Tencent: Clash Royale Is Americas Top-Grossing iPhone Game #APPLE #AAPL #GOOG #GOOGL #TCEHY https://t.co/MfTvgpS3fQ https://t.co/EM77u3iVt6,0,0,,0,https://twitter.com/wlstcom,71,2019,402626
https://twitter.com/lauvincent/status/784351300561596416,2016-10-07 11:14:57+00:00,784351300561596416,en,#Alipay Wants to Make Overseas Airports Better for Chinese Travelers #Alibaba #WeChat #Tencent https://t.co/rQLaEyLqkY,0,0,,0,https://twitter.com/lauvincent,424,353,1210
https://twitter.com/wlstcom/status/784263338674917376,2016-10-07 05:25:25+00:00,784263338674917376,en,Wal-Mart And JD Strengthen Alliance And Share New Technologies #BABA #BIDU #TCEHY #JD #WMT https://t.co/67ZvcHAWbJ https://t.co/rL3bBOTqGf,0,0,,0,https://twitter.com/wlstcom,71,2019,402626
https://twitter.com/pstAsiatech/status/784224375826288640,2016-10-07 02:50:36+00:00,784224375826288640,en,"Investors Unimpressed by Baidu Cars, Take-Out Dining. Baidu spending millions on #autonomousvehicles #Tencent #LeEco https://t.co/CgcFwCRTnm https://t.co/zDywr6VjNk",0,0,,0,https://twitter.com/pstAsiatech,841,9193,60372
https://twitter.com/thepiggame/status/784849752131330048,2016-10-08 20:15:37+00:00,784849752131330048,en,"https://t.co/2EuDn5z242
https://t.co/IyEAvZFFAD
For sale
  #crewonthebeach  
#Sweden #Narrative #Schibsted #Tencent #Swedbank #Paradox",0,0,,0,https://twitter.com/thepiggame,2106,366,3784
https://twitter.com/Filmvisionfrank/status/784849509528571904,2016-10-08 20:14:39+00:00,784849509528571904,en,"https://t.co/XdS0ZYMNIu
https://t.co/GuhfgbFx0T
For sale
  #crewonthebeach  
#Sweden #Narrative #Schibsted #Tencent #Swedbank #Paradox",0,0,,0,https://twitter.com/Filmvisionfrank,881,351,4988
https://twitter.com/Fotoeloppis/status/784848657170432000,2016-10-08 20:11:16+00:00,784848657170432000,en,"https://t.co/WujUrQmlr2
https://t.co/vLYENDIOyu
For sale
  #crewonthebeach  
#Sweden #Narrative #Schibsted #Tencent #Swedbank #Paradox",0,0,,0,https://twitter.com/Fotoeloppis,1240,334,5246
https://twitter.com/contactface/status/784847927638364160,2016-10-08 20:08:22+00:00,784847927638364160,en,"https://t.co/RHO93FuGYn
https://t.co/p3P2Xh0ImG
For sale
  #crewonthebeach  
#Sweden #Narrative #Schibsted #Tencent #Swedbank #Paradox",0,0,,0,https://twitter.com/contactface,4795,585,16419
https://twitter.com/domainfuture/status/784847745165189120,2016-10-08 20:07:38+00:00,784847745165189120,en,"https://t.co/i1763yV5At
https://t.co/1X3sYPe3qI
For sale
  #crewonthebeach  
#Sweden #Narrative #Schibsted #Tencent #Swedbank #Paradox",0,0,,0,https://twitter.com/domainfuture,2221,443,21363
https://twitter.com/domaincrewbeach/status/784847184604921856,2016-10-08 20:05:25+00:00,784847184604921856,en,"https://t.co/QLu9mXcwvM
https://t.co/tVrUAKKTZU
For sale
  #crewonthebeach  
#Sweden #Narrative #Schibsted #Tencent #Swedbank #Paradox",0,0,,0,https://twitter.com/domaincrewbeach,2916,593,22971
https://twitter.com/domaincrewbeach/status/784846884204445697,2016-10-08 20:04:13+00:00,784846884204445697,en,"https://t.co/QLu9mWUV7c
https://t.co/tVrUAKtiBk
For sale
  #crewonthebeach  
#Sweden #Narrative #Schibsted #Tencent #Swedbank #Paradox",0,0,,0,https://twitter.com/domaincrewbeach,2916,593,22971
https://twitter.com/crewonthebeach/status/784846662451757058,2016-10-08 20:03:20+00:00,784846662451757058,en,"https://t.co/ocGtw2Tq7z
https://t.co/YlhBOaj0nP
For sale
  #crewonthebeach  
#Sweden #Narrative #Schibsted #Tencent #Swedbank #Paradox",0,0,,0,https://twitter.com/crewonthebeach,4702,760,23904
https://twitter.com/RutLOVtjnst/status/784846495287828480,2016-10-08 20:02:40+00:00,784846495287828480,en,"https://t.co/WIA9ewjsHl
https://t.co/9lwNGUbsbv
For sale
  #crewonthebeach  
#Sweden #Narrative #Schibsted #Tencent #Swedbank #Paradox",0,0,,0,https://twitter.com/RutLOVtjnst,2219,435,25335
https://twitter.com/bondmoran1/status/784846045650051077,2016-10-08 20:00:53+00:00,784846045650051077,en,"https://t.co/UMUD639b4g
https://t.co/9ywKde1KEz
For sale
  #crewonthebeach  
#Sweden #Narrative #Kohsiaventures #Tencent #Swedbank #Paradox",0,0,,0,https://twitter.com/bondmoran1,2083,456,25778
https://twitter.com/domankungencom/status/784845930352836609,2016-10-08 20:00:26+00:00,784845930352836609,en,"https://t.co/Lk3poeChSG
https://t.co/VBMEEcIQqe
For sale
  #crewonthebeach  
#Sweden #Narrative #Kohsiaventures #Tencent #Swedbank #Paradox",0,0,,0,https://twitter.com/domankungencom,2044,517,25704
https://twitter.com/contactface/status/784818511998779393,2016-10-08 18:11:29+00:00,784818511998779393,en,"Happy https://t.co/RHO93FuGYn               #crewonthebeach #Tencent #FredrikWester #Avanza
#crowdfunding #paradox #Pepins #bigdata #Sedo",0,0,,0,https://twitter.com/contactface,4795,585,16419
https://twitter.com/crewonthebeach/status/784817650425888768,2016-10-08 18:08:03+00:00,784817650425888768,en,"Happy day          
https://t.co/ocGtw2Tq7z          
#crowdfunding #bigdata #Sedo #domain    #crewonthebeach #Tencent #paradox #Pepins",0,0,,0,https://twitter.com/crewonthebeach,4702,760,23904
https://twitter.com/analyseasia/status/784770987912994816,2016-10-08 15:02:38+00:00,784770987912994816,en,"If you have not listened to @evawxiao's interview on @Xiaomi, do check out her other interview on #Tencent &amp; #Wechat https://t.co/iV7Pq3zjM0",0,0,,0,https://twitter.com/analyseasia,526,3085,46675
https://twitter.com/topiclycloud/status/784709226425901057,2016-10-08 10:57:13+00:00,784709226425901057,en,4 new #cloudcomputing posts about #tencent #eogresources https://t.co/7n8gz5Yrjk,0,0,,0,https://twitter.com/topiclycloud,2379,1181,10645
https://twitter.com/topiclycloud/status/784701929519738880,2016-10-08 10:28:13+00:00,784701929519738880,en,2 new #cloudcomputing posts about #tencent #eogresources https://t.co/7n8gz5Yrjk,0,0,,0,https://twitter.com/topiclycloud,2379,1181,10645
https://twitter.com/analyseasia/status/785103098939371520,2016-10-09 13:02:19+00:00,785103098939371520,en,[Weekend Recap] Interesting Company Profile in #Asia: The #Tencent Group Part 2 on @WeChatApp with @evawxiao https://t.co/iV7Pq3zjM0,0,0,,0,https://twitter.com/analyseasia,526,3085,46675
https://twitter.com/QlippieWorld/status/785080226736898049,2016-10-09 11:31:26+00:00,785080226736898049,en,The world of Qlippie starts at Tencent #qlippieworld #qlippie #qlippiemoment #tencent… https://t.co/MFz36Wl1sx,1,0,,0,https://twitter.com/QlippieWorld,29,12,159
https://twitter.com/topiclyai/status/784919413715832832,2016-10-09 00:52:25+00:00,784919413715832832,en,2 new #artificialintelligence posts about #saccade #tencent https://t.co/EXEajAT30N,0,0,,0,https://twitter.com/topiclyai,3737,1940,14820
